row_id,area__rucc,area__urban_influence,econ__economic_typology,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,demo__pct_female,demo__pct_below_18_years_of_age,demo__pct_aged_65_years_and_older,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_adults_bachelors_or_higher,demo__birth_rate_per_1k,demo__death_rate_per_1k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_low_birthweight,health__pct_excessive_drinking,health__pct_physical_inacticity,health__air_pollution_particulate_matter,health__homicides_per_100k,health__motor_vehicle_crash_deaths_per_100k,health__pop_per_dentist,health__pop_per_primary_care_physician,yr
3476,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Manufacturing-dependent,0.428,0.07,0.226,0.092,0.51,0.185,0.23,0.031,0.067,0.901,0.012,0.01,0.2117882117882118,0.3596403596403597,0.3026973026973027,0.1258741258741259,7.0,14.0,0.299,0.196,0.123,0.083,0.116,0.259,13.0,,24.45,6230.0,3059.0,b
3477,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.55,0.039,0.167,0.101,0.488,0.219,0.204,0.031,0.002,0.93,0.006,0.006,0.08048289738430583,0.37122736418511065,0.3490945674044265,0.19919517102615694,12.0,12.0,0.343,0.213,0.103,0.072,0.098,0.319,11.0,,52.53,,1209.0,a
3478,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.513,0.052,0.11,0.034,0.508,0.241,0.179,0.03,0.031,0.921,0.0,0.008,0.08937437934458789,0.3614697120158888,0.35352532274081433,0.19563058589870908,12.0,12.0,0.301,0.28,0.11,0.067,0.225,0.272,12.0,,12.95,1859.0,1799.0,a
3480,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Recreation,0.581,0.049,0.191,0.079,0.498,0.164,0.228,0.027,0.035,0.922,0.015,0.0,0.11122345803842265,0.39231547017189083,0.2730030333670374,0.22345803842264914,8.0,17.0,0.276,,0.112,0.098,,0.265,13.0,,,4700.0,2320.0,b
3481,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.529,0.07,0.11,0.022,0.518,0.195,0.185,0.029,0.01,0.944,0.0,0.012,0.0969030969030969,0.22077922077922077,0.22977022977022976,0.4525474525474525,7.0,11.0,0.211,0.125,0.065,0.057,0.177,0.215,10.0,,5.73,2869.0,569.0,b
3486,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.613,0.03,0.155,0.062,0.471,0.154,0.253,0.013,0.0,0.973,0.007,0.0,0.09949238578680203,0.4243654822335025,0.2609137055837564,0.2152284263959391,11.0,6.0,0.335,0.142,0.12,,0.216,0.334,10.0,,,,,a
3488,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.522,0.079,0.146,0.032,0.499,0.28,0.109,0.161,0.109,0.674,0.0,0.046,0.09939759036144578,0.27108433734939763,0.3002008032128514,0.32931726907630526,11.0,6.0,0.332,0.178,0.093,0.078,0.231,0.241,13.0,3.59,7.3100000000000005,2079.0,1989.0,b
3489,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.452,0.067,0.295,0.136,0.509,0.225,0.16,0.038,0.172,0.767,0.0,0.017,0.2091179385530228,0.35877106045589696,0.26065411298315166,0.17145688800792866,12.0,10.0,0.285,0.248,0.107,0.082,,0.267,13.0,,22.99,14789.0,7339.0,b
3490,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Manufacturing-dependent,0.42,0.045,0.264,0.054,0.502,0.245,0.151,0.015,0.053,0.914,0.0,0.001,0.2700000000000001,0.41000000000000003,0.21900000000000003,0.10100000000000002,14.0,12.0,0.332,0.295,0.131,0.091,0.104,0.341,14.0,,17.81,3710.0,2290.0,a
3491,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Mining-dependent,0.374,0.048,0.28,0.128,0.426,0.222,0.126,0.389,0.055,0.532,0.02,0.007,0.2250996015936255,0.3137450199203187,0.33366533864541836,0.12749003984063745,14.0,12.0,0.328,,0.104,0.096,,0.303,10.0,4.2,19.74,3770.0,2920.0,b
3492,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.528,0.045,0.113,0.037,0.503,0.265,0.159,0.01,0.007,0.97,0.004,0.004,0.05728643216080402,0.38894472361809046,0.3316582914572864,0.2221105527638191,10.0,9.0,0.3,0.137,0.101,0.068,0.144,0.218,10.0,,11.21,3959.0,1570.0,b
3497,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.481,0.055,0.188,0.057,0.494,0.272,0.127,0.204,0.023,0.726,0.018,0.04,0.11646586345381527,0.2389558232931727,0.35341365461847385,0.2911646586345381,14.0,7.0,0.317,0.158,0.101,0.071,0.136,0.179,10.0,1.8,5.93,1549.0,1309.0,a
3498,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.549,0.035,0.088,0.023,0.512,0.253,0.151,0.024,0.009,0.96,0.003,0.002,0.04568023833167826,0.3197616683217478,0.34756703078450846,0.2869910625620655,11.0,8.0,0.282,0.137,0.091,0.069,0.208,0.276,10.0,,12.11,3150.0,1670.0,a
3499,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.488,0.046,0.141,0.039,0.506,0.224,0.158,0.024,0.019,0.921,0.01,0.02,0.06143001007049346,0.3031218529707956,0.3141993957703928,0.32124874118831825,11.0,9.0,0.307,0.194,0.104,0.076,0.166,0.245,12.0,,10.41,1470.0,1070.0,a
3500,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.455,0.06,0.239,0.073,0.506,0.167,0.239,0.034,0.021,0.934,0.005,0.0,0.21378621378621376,0.4135864135864135,0.27172827172827174,0.1008991008991009,8.0,12.0,0.326,0.22,0.113,0.073,,0.3,13.0,,15.39,5049.0,3030.0,a
3501,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.395,0.09,0.199,0.058,0.507,0.193,0.209,0.049,0.006,0.941,0.0,0.002,0.20693069306930692,0.42277227722772276,0.24455445544554455,0.12574257425742574,8.0,16.0,0.307,0.237,0.125,0.09,,0.379,13.0,,12.52,3610.0,1819.0,a
3502,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Mining-dependent,0.466,0.055,0.277,0.13,0.514,0.25,0.148,0.121,0.22,0.635,0.007,0.003,0.1555333998005982,0.34596211365902285,0.3040877367896311,0.19441674975074774,12.0,10.0,0.319,0.227,0.104,0.098,0.167,0.304,10.0,7.4,32.02,5140.0,3739.0,a
3503,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.439,0.076,0.258,0.057,0.52,0.228,0.195,0.009,0.42,0.545,0.007,0.0,0.18118118118118118,0.43043043043043044,0.2752752752752753,0.11311311311311312,11.0,16.0,0.4,0.256,0.137,0.146,0.169,0.333,11.0,,33.13,4789.0,7160.0,b
3505,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Mining-dependent,0.444,0.062,0.291,0.129,0.374,0.25,0.053,0.033,0.004,0.327,0.521,0.052,0.11133004926108375,0.3635467980295567,0.37733990147783253,0.1477832512315271,17.0,5.0,0.341,0.449,0.077,0.064,0.147,0.255,,,,1929.0,3209.0,a
3506,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.509,0.04,0.227,0.079,0.492,0.252,0.181,0.139,0.004,0.841,0.019,0.004,0.12812812812812813,0.29429429429429427,0.36436436436436437,0.2132132132132132,11.0,9.0,0.243,0.128,0.092,0.061,0.1,0.241,10.0,,25.17,1429.0,2119.0,b
3507,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.383,0.081,0.268,0.083,0.485,0.236,0.136,0.046,0.465,0.458,0.004,0.012,0.2562065541211519,0.394240317775571,0.23833167825223434,0.1112214498510427,11.0,9.0,0.308,0.17,0.134,0.11,,0.319,12.0,,23.58,6329.0,1799.0,b
3510,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.381,0.071,0.262,0.077,0.496,0.264,0.145,0.021,0.095,0.886,0.003,0.0,0.21094527363184076,0.4009950248756219,0.272636815920398,0.1154228855721393,14.0,10.0,0.348,0.236,0.108,0.099,,0.317,13.0,9.5,44.23,3849.0,2860.0,a
3511,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.462,0.057,0.16,0.041,0.465,0.232,0.122,0.048,0.048,0.885,0.006,0.01,0.12246963562753037,0.3785425101214575,0.3522267206477733,0.14676113360323886,12.0,8.0,0.346,0.186,0.103,0.061,0.194,0.22,12.0,,13.85,2460.0,3190.0,a
3512,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.487,0.04,0.105,0.037,0.512,0.217,0.157,0.073,0.102,0.761,0.006,0.033,0.09722222222222222,0.29662698412698413,0.30158730158730157,0.30456349206349204,12.0,10.0,0.265,0.174,0.117,0.091,0.143,0.241,11.0,4.4,5.57,1350.0,1430.0,a
3513,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Recreation,0.495,0.058,0.222,0.073,0.502,0.202,0.145,0.091,0.006,0.803,0.032,0.042,0.094,0.231,0.358,0.317,11.0,7.0,0.248,0.135,0.075,0.052,0.182,0.162,12.0,1.2000000000000002,6.92,1489.0,1210.0,a
3515,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.51,0.053,0.217,0.036,0.49,0.275,0.112,0.309,0.048,0.58,0.006,0.047,0.17002012072434608,0.24346076458752514,0.28169014084507044,0.30482897384305835,13.0,6.0,0.267,0.142,0.083,0.066,0.198,0.207,13.0,2.1,6.86,1729.0,2289.0,a
3516,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.508,0.046,0.14,0.069,0.513,0.24,0.178,0.025,0.007,0.95,0.0,0.003,0.08838133068520358,0.4836146971201589,0.2720953326713009,0.15590863952333667,12.0,11.0,0.351,0.178,0.129,0.066,,0.313,13.0,,9.37,3550.0,2609.0,a
3517,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.384,0.083,0.289,0.15,0.506,0.23,0.189,0.036,0.419,0.534,0.001,0.002,0.24254473161033796,0.46023856858846923,0.22365805168986083,0.073558648111332,6.0,8.0,0.317,,0.131,0.182,,0.3,13.0,,,,,b
3518,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Mining-dependent,0.567,0.036,0.188,0.068,0.499,0.22,0.184,0.058,0.016,0.895,0.007,0.007,0.09877800407331976,0.26171079429735233,0.3818737270875764,0.2576374745417515,14.0,13.0,0.313,0.178,0.1,0.074,0.103,0.269,11.0,,,1679.0,1200.0,b
3519,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Federal/State government-dependent,0.286,0.095,0.251,0.068,0.445,0.168,0.177,0.016,0.721,0.24,0.0,0.014,0.27152988855116517,0.4204660587639311,0.21073961499493413,0.0972644376899696,8.0,12.0,0.368,,0.159,0.141,,0.281,13.0,,18.0,8870.0,4489.0,a
3523,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Farm-dependent,0.335,0.089,0.277,0.113,0.504,0.207,0.192,0.011,0.327,0.638,0.007,0.006,0.20883534136546186,0.3734939759036145,0.28313253012048195,0.1345381526104418,9.0,11.0,0.33,0.23,0.149,0.1,0.126,0.327,12.0,,51.3,5399.0,5180.0,b
3524,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.506,0.047,0.191,0.068,0.502,0.235,0.165,0.021,0.011,0.891,0.036,0.0,0.12942366026289182,0.34378159757330645,0.352881698685541,0.17391304347826086,11.0,12.0,0.368,0.213,0.116,0.064,0.12,0.291,9.0,,24.9,3570.0,3050.0,b
3527,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Federal/State government-dependent,0.426,0.075,0.148,0.048,0.494,0.213,0.14,0.025,0.026,0.935,0.011,0.012,0.1202020202020202,0.36464646464646466,0.28888888888888886,0.22626262626262628,11.0,9.0,0.294,0.265,0.098,0.082,0.223,0.285,11.0,1.0499999999999998,10.25,2870.0,1830.0,b
3529,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.565,0.023,0.193,0.126,0.487,0.193,0.207,0.019,0.0,0.927,0.024,0.009,0.08425275827482448,0.3029087261785356,0.38615847542627885,0.22668004012036108,13.0,13.0,0.307,0.125,0.103,0.081,0.175,0.308,10.0,,,3659.0,1790.0,a
3530,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.436,0.063,0.167,0.07,0.472,0.194,0.143,0.012,0.042,0.924,0.006,0.005,0.12204724409448818,0.42224409448818895,0.2952755905511811,0.16043307086614172,10.0,10.0,0.318,0.24,0.121,0.066,0.103,0.307,14.0,,13.55,3909.0,2520.0,b
3532,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Mining-dependent,0.351,0.097,0.239,0.095,0.518,0.193,0.19,0.021,0.402,0.558,0.004,0.002,0.31388329979879276,0.38832997987927564,0.20221327967806843,0.09557344064386318,10.0,12.0,0.319,,0.155,0.132,,0.308,13.0,,35.82,,,a
3535,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.383,0.068,0.248,0.12,0.49,0.205,0.189,0.025,0.033,0.922,0.008,0.013,0.18154761904761904,0.4375,0.25396825396825395,0.12698412698412698,12.0,11.0,0.335,0.323,0.108,0.073,0.106,0.342,10.0,5.3,30.11,6399.0,1980.0,a
3536,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.405,0.06,0.145,0.045,0.475,0.257,0.12,0.067,0.06,0.827,0.009,0.023,0.10521140609636186,0.3421828908554572,0.3470993117010816,0.20550639134709933,18.0,8.0,0.289,0.262,0.084,0.067,0.205,0.263,12.0,0.8999999999999999,11.31,1240.0,2220.0,a
3537,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.462,0.051,0.252,0.101,0.501,0.256,0.154,0.13,0.02,0.827,0.007,0.021,0.17804154302670622,0.3996043521266073,0.27794263105835804,0.14441147378832836,14.0,11.0,0.34,0.236,0.1,0.08,0.141,0.275,14.0,,14.3,4270.0,2570.0,a
3538,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Recreation,0.421,0.068,0.324,0.119,0.498,0.185,0.235,0.097,0.011,0.871,0.0,0.01,0.19960474308300397,0.33102766798418976,0.28557312252964423,0.18379446640316205,9.0,13.0,0.236,0.268,0.103,0.065,0.167,0.319,13.0,,18.09,5459.0,910.0,a
3540,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Manufacturing-dependent,0.425,0.077,0.148,0.036,0.52,0.226,0.193,0.007,0.003,0.976,0.0,0.005,0.11368209255533201,0.3672032193158954,0.4104627766599598,0.1086519114688129,13.0,11.0,0.274,,0.092,0.075,,0.256,14.0,,33.93,6729.0,,b
3541,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.545,0.034,0.155,0.096,0.498,0.194,0.25,0.0,0.0,0.963,0.012,0.0,0.08432539682539683,0.32341269841269843,0.41369047619047616,0.17857142857142858,13.0,13.0,0.289,0.136,0.098,,0.182,0.292,10.0,,,,,b
3543,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Manufacturing-dependent,0.452,0.053,0.211,0.072,0.505,0.231,0.163,0.023,0.024,0.947,0.006,0.0,0.19081632653061226,0.4346938775510204,0.24591836734693878,0.1285714285714286,12.0,13.0,0.298,0.305,0.132,0.097,,0.311,13.0,,20.48,2690.0,2079.0,b
3544,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Farm-dependent,0.491,0.064,0.158,0.045,0.499,0.208,0.223,0.008,0.005,0.982,0.011,0.002,0.0870425321463897,0.4292779426310583,0.3224530168150346,0.1612265084075173,10.0,12.0,0.301,,0.109,0.074,,0.324,12.0,,,5050.0,2499.0,a
3545,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.489,0.055,0.138,0.033,0.501,0.198,0.181,0.027,0.065,0.9,0.005,0.011,0.1013779527559055,0.406496062992126,0.265748031496063,0.22637795275590553,11.0,10.0,0.311,0.2,0.111,0.098,0.24,0.295,12.0,,15.22,2189.0,2930.0,a
3546,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Nonspecialized,0.414,0.087,0.326,0.192,0.487,0.181,0.257,0.026,0.007,0.902,0.036,0.002,0.11020408163265305,0.43367346938775503,0.29693877551020403,0.15918367346938775,11.0,12.0,0.275,0.224,0.105,0.066,0.149,0.251,11.0,,37.64,2839.0,1259.0,a
3547,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.435,0.065,0.241,0.096,0.515,0.242,0.184,0.404,0.011,0.559,0.033,0.009,0.1509625126646403,0.2847011144883485,0.40324214792299895,0.16109422492401215,12.0,14.0,0.253,0.202,0.07,0.099,0.161,0.217,13.0,,21.59,4790.0,1249.0,b
3548,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.493,0.037,0.116,0.045,0.517,0.21,0.202,0.04,0.005,0.935,0.002,0.007,0.07615230460921843,0.35571142284569135,0.3657314629258517,0.20240480961923848,13.0,10.0,0.288,0.091,0.096,0.07,0.141,0.281,12.0,,15.48,1369.0,2150.0,b
3549,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.379,0.101,0.274,0.061,0.531,0.261,0.141,0.021,0.715,0.267,0.01,0.003,0.23476523476523478,0.2977022977022977,0.2837162837162837,0.18381618381618384,16.0,13.0,0.4,0.231,0.149,0.139,0.112,0.374,12.0,21.4,28.52,2760.0,2360.0,a
3550,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.442,0.057,0.208,0.061,0.507,0.279,0.118,0.024,0.01,0.945,0.009,0.01,0.17474747474747473,0.4505050505050505,0.2505050505050505,0.12424242424242424,14.0,9.0,0.364,0.269,0.117,0.087,,0.297,13.0,,25.12,3529.0,1879.0,a
3554,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.407,0.079,0.223,0.045,0.509,0.216,0.19,0.011,0.009,0.971,0.003,0.0,0.13820335636722608,0.4096742349457058,0.28232971372161897,0.16979269496544916,11.0,12.0,0.327,0.241,0.131,0.083,0.107,0.289,13.0,4.6,25.5,2649.0,2649.0,a
3556,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Mining-dependent,0.487,0.045,0.263,0.124,0.496,0.233,0.207,0.481,0.052,0.433,0.005,0.004,0.19921491658488713,0.3542688910696761,0.3444553483807654,0.10206084396467123,12.0,14.0,0.297,,0.109,0.08,,0.29,9.0,,24.8,3690.0,,b
3557,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.404,0.084,0.208,0.046,0.513,0.23,0.175,0.018,0.061,0.905,0.011,0.001,0.20837487537387833,0.3649052841475573,0.3150548354935194,0.11166500498504485,12.0,15.0,0.36,0.279,0.147,0.108,0.077,0.387,12.0,5.52,37.03,2579.0,2149.0,b
3559,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Noncore adjacent to a large metro area,Farm-dependent,0.429,0.083,0.232,0.104,0.496,0.194,0.253,0.017,0.004,0.944,0.017,0.01,0.18144750254842,0.45565749235474007,0.24974515800203873,0.11314984709480122,10.0,14.0,0.338,,0.126,0.081,,0.336,9.0,,35.19,4839.0,1599.0,b
3560,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.502,0.062,0.145,0.051,0.515,0.177,0.169,0.02,0.014,0.941,0.0,0.005,0.115,0.455,0.218,0.212,9.0,10.0,0.343,0.231,0.094,0.076,0.169,0.278,12.0,,16.81,2370.0,1459.0,b
3562,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Recreation,0.416,0.077,0.164,0.032,0.519,0.222,0.2,0.019,0.057,0.896,0.003,0.003,0.1706349206349206,0.3194444444444445,0.35813492063492064,0.15178571428571427,11.0,14.0,0.346,0.281,0.121,0.098,,0.308,14.0,,14.84,2510.0,3799.0,a
3564,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.373,0.081,0.336,0.122,0.491,0.257,0.114,0.061,0.232,0.685,0.008,0.014,0.24055666003976137,0.3021868787276341,0.32604373757455263,0.13121272365805167,13.0,8.0,0.29,0.192,0.12,0.086,,0.3,12.0,,,10649.0,5200.0,b
3565,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Nonspecialized,0.524,0.053,0.184,0.083,0.504,0.219,0.188,0.02,0.005,0.96,0.006,0.0,0.11805555555555555,0.4017857142857143,0.28869047619047616,0.19146825396825398,11.0,11.0,0.326,0.259,0.128,0.082,,0.321,13.0,,12.32,1979.0,1969.0,b
3566,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Recreation,0.372,0.065,0.267,0.097,0.504,0.183,0.274,0.031,0.007,0.938,0.0,0.0,0.11940298507462688,0.2945273631840796,0.3810945273631841,0.20497512437810947,7.0,10.0,0.263,0.215,0.109,0.076,,0.296,13.0,,26.3,1510.0,2119.0,a
3568,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.55,0.037,0.208,0.12,0.495,0.21,0.2,0.045,0.007,0.938,0.008,0.006,0.11585365853658537,0.3302845528455285,0.3648373983739837,0.18902439024390244,10.0,4.0,0.316,0.157,0.107,0.087,0.183,0.284,10.0,,,,,a
3571,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.366,0.058,0.341,0.128,0.505,0.26,0.143,0.068,0.008,0.422,0.439,0.007,0.2100502512562814,0.4221105527638191,0.22613065326633167,0.14170854271356784,15.0,12.0,0.347,0.308,0.146,0.075,0.108,0.341,11.0,11.2,26.12,4430.0,2779.0,a
3575,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.492,0.115,0.28,0.118,0.485,0.202,0.22,0.799,0.007,0.182,0.024,0.004,0.1634517766497462,0.35939086294416245,0.33908629441624366,0.13807106598984772,8.0,10.0,0.24,0.175,0.109,0.099,0.135,0.258,10.0,,,4710.0,,b
3576,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.467,0.038,0.24,0.098,0.5,0.227,0.169,0.031,0.028,0.867,0.049,0.002,0.08971774193548386,0.31552419354838707,0.34173387096774194,0.25302419354838707,14.0,10.0,0.288,0.171,0.079,0.065,0.177,0.271,12.0,3.7,16.07,1140.0,1330.0,a
3582,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.522,0.039,0.122,0.053,0.485,0.244,0.165,0.02,0.008,0.959,0.002,0.005,0.06619859578736209,0.3229689067201605,0.36409227683049145,0.24674022066198595,11.0,10.0,0.3,0.197,0.085,0.063,0.249,0.262,10.0,,18.4,3479.0,3469.0,a
3585,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Farm-dependent,0.446,0.039,0.299,0.137,0.474,0.192,0.214,0.246,0.036,0.688,0.001,0.005,0.278,0.323,0.246,0.153,9.0,11.0,0.294,,0.115,0.079,,0.27,10.0,,,1949.0,2950.0,a
3586,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.561,0.03,0.106,0.033,0.501,0.192,0.16,0.014,0.012,0.946,0.008,0.012,0.07897334649555776,0.3277393879565647,0.24580454096742352,0.3474827245804541,8.0,9.0,0.226,0.143,0.066,0.063,0.192,0.199,11.0,,10.65,2470.0,910.0,b
3588,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Recreation,0.414,0.08,0.184,0.052,0.482,0.175,0.217,0.026,0.033,0.891,0.027,0.004,0.0998003992015968,0.37624750499001997,0.3293413173652695,0.19461077844311378,8.0,12.0,0.287,0.311,0.112,0.091,0.278,0.263,11.0,,12.71,1859.0,1759.0,b
