id,gender,postal_code,poisson,stocks,university,country
649,Male,78504 CEDEX,2,$5.84B,Université Vincennes Saint-Denis (Paris VIII),France
650,Male,94685 CEDEX,5,$835.65M,Ecole des Ingénieurs de la Ville de Paris,France
651,Male,2170,6,$31.13B,"Katholieke Universiteit Leuven, Campus Kortrijk",Belgium
652,Female,76177 CEDEX,2,$61.14B,Ecole Nationale Supérieure de Techniques Avancées,France
653,Female,06116,6,$345.67M,Fachhochschule für die Wirtschaft,Germany
654,Female,37205 CEDEX 3,4,$21.71B,Université François Rabelais de Tours,France
655,Male,20459,2,$671.8M,"Technische Fachhochschule Georg Agricola für Rohstoff, Energie und, Umwelt zu Bochum",Germany
656,Male,65204 CEDEX,5,$3.53B,Institut Supérieur Agricole de Beauvais,France
657,Male,59784 CEDEX 9,6,$226.81B,Ecole Européen des Affaires,France
658,Male,93104 CEDEX,8,$288.73M,Ecole d'Ingénieurs en Informatique pour l'Industrie,France
659,Female,06224 CEDEX,1,$3.5B,Ecole pour les Etudes et la Recherche en Informatique et Electronique,France
660,Female,60647 CEDEX,3,$658.69M,Ecole Nationale Supérieure de Chimie de Rennes,France
661,Male,57954 CEDEX,6,$187.3M,Ecole Normale Supérieure de Cachan,France
662,Female,80804,4,$345.67M,Duale Hochschule Baden-Württemberg,Germany
663,Female,44933 CEDEX 9,7,$4.45B,Ecole Nationale d'Ingénieurs de Tarbes,France
664,Female,54039 CEDEX,4,$218.35M,Ecole Nationale de la Statistique et de l'Analyse de l'information,France
665,Male,13327 CEDEX 15,4,$256.09M,Université Sorbonne-Nouvelle (Paris III),France
666,Female,2304,5,n/a,De Haagse Hogeschool,Netherlands
667,Male,85109 CEDEX,6,$198.29M,Ecole Supérieure Internationale d'Administration des Entreprises,France
668,Female,45922 CEDEX 9,12,$296.68M,Ecole Nationale d'Ingénieurs des Techniques des Industries Agricoles et Alimentaires,France
669,Male,24004 CEDEX,5,$217.64M,Ecole Nationale Supérieur des Ingénieur des Etudes et Techniques d'Armement,France
670,Male,92864 CEDEX 9,3,$86.55M,Ecole Nationale de la Statistique et de l'Administration Economique,France
671,Female,78804 CEDEX,4,$888.39M,Ecole Supérieure de Commerce de Bordeaux,France
672,Female,13293 CEDEX 08,2,$14.72B,Ecole Supérieure des Techniques Industrielles et des Textiles,France
673,Male,29404 CEDEX,8,$653.44M,Ecole Nationale d'Ingénieurs des Techniques des Industries Agricoles et Alimentaires,France
674,Male,1354,6,n/a,Wittenborg University,Netherlands
675,Male,90411,8,$782.98M,Hochschule für Politik (HFP),Germany
676,Male,09123,6,$296.68M,Katholische Fachhochschule Berlin (KFB),Germany
677,Male,49309 CEDEX,3,$481M,"Ecole Nationale Supérieure en Electrotechnique, Electronique, Informatique et Hydraulique de Toulouse",France
678,Female,42275 CEDEX,5,$648.58M,Université de Technologie de Belfort Montbéliard,France
679,Male,59309 CEDEX,2,$33.73M,Université de Versailles Saint-Quentin-en-Yvelines,France
680,Male,35009 CEDEX,6,$1.64B,Centre National d'Etudes Agronomiques des Régions Chaudes,France
681,Male,90411,6,$68.47M,"Fachhochschule Mannheim, Hochschule für Sozialwesen",Germany
682,Female,57204 CEDEX,6,$875.28M,Institut Supérieur d'Agriculture Lille,France
683,Male,01189,6,$437.4M,Private Universität Witten/Herdecke,Germany
684,Male,1624,2,$1.15B,Hotelschool The Hague,Netherlands
685,Male,27109 CEDEX,4,$6.47M,Ecole Nationale Supérieure des Arts et Industries Textiles,France
686,Male,6005,7,$417.19M,Business School Lausanne (BSL),Switzerland
687,Female,14908 CEDEX 9,4,n/a,Université Rennes II - Haute-Bretagne,France
688,Female,77708 CEDEX 4,7,$101.59M,"Ecole Nationale Supérieure en Electrotechnique, Electronique, Informatique et Hydraulique de Toulouse",France
689,Male,17004 CEDEX 1,4,$21.66B,Ecole Nationale Vétérinaire de Lyon,France
690,Female,L-3755,4,$4.42B,University of Luxemburg,Luxembourg
691,Male,64704 CEDEX,6,n/a,Université Paul Valéry (Montpellier III),France
692,Female,75669 CEDEX 14,5,$10.06M,Institut Catholique de Toulouse,France
693,Female,46004 CEDEX 9,2,$985.94M,Ecole Nationale Supérieure des Industries Chimiques de Nancy,France
694,Female,51149,6,$805.82M,DIPLOMA-Fachhochschule Ölsnitz/Vogtland,Germany
695,Female,78294 CEDEX,7,$890M,Ecole Nationale Supérieure de Physique de Marseille,France
696,Female,44143,5,$244.93M,Gustav-Siewerth-Akademie,Germany
697,Male,37205 CEDEX 3,7,$186.31M,Ecole Nationale d'Administration,France
698,Male,07309 CEDEX,7,n/a,Ecole Supérieure d'Ingénieurs et de Techniciens pour l'Agriculture,France
699,Female,27309 CEDEX,4,$540.44B,Institut National Supérieur de Formation Agro-Alimentaire,France
700,Female,7609,6,$4.17B,Hogeschool Rotterdam,Netherlands
701,Female,91709 CEDEX,2,$462.71M,Ecole Nationale Supérieure de l'Aéronautique et de l'Espace,France
702,Female,01462,6,$332.73M,Friedrich-Alexander Universität Erlangen-Nürnberg,Germany
703,Female,92393 CEDEX,4,$491.64M,Ecole Nationale Supérieure Agronomique de Toulouse,France
704,Male,59407 CEDEX,11,$873.82M,Ecole Nationale Supérieure d'Electronique et de Radioelectricite de Grenoble,France
705,Female,1804,5,$491.34M,Free University Amsterdam,Netherlands
706,Male,45922 CEDEX 9,4,$2.08B,Grenoble Ecole de Management,France
707,Female,67961 CEDEX 9,6,n/a,Ecole Superieur d'Ingenieurs Leonard de Vinci,France
708,Female,34032 CEDEX 1,7,$164.19M,Institut National des Télécommunications,France
709,Female,30112 CEDEX,3,n/a,Ecole Nationale de la Statistique et de l'Analyse de l'information,France
710,Male,81109 CEDEX,3,$256.36M,Université Stendhal (Grenoble III),France
711,Male,1019,9,$1.83B,Roosevelt Academy University College,Netherlands
712,Female,10014 CEDEX,5,$21.66M,Ecole Nationale Supérieure des Telecommunications de Paris,France
713,Female,70374,7,n/a,"Fachhochschule Kempten, Hochschule für Technik und Wirtschaft",Germany
714,Male,87030 CEDEX 1,6,$790.66M,Ecole des Ingénieurs de la Ville de Paris,France
715,Male,64109 CEDEX,6,$84.17M,Université Paris-Sorbonne (Paris IV),France
716,Male,27036 CEDEX,3,$299.85M,Université de Technologie de Belfort Montbéliard,France
717,Male,76177 CEDEX,2,$2.57B,Institut National des Sciences Appliquées de Rennes,France
718,Female,56209 CEDEX,10,$19.06M,"Schiller International University, Paris",France
719,Female,75128 CEDEX 11,6,$15.62M,Institut Textile et Chimique de Lyon,France
720,Male,36009 CEDEX,4,$3.7B,Ecole Nationale Supérieure d'Ingenieurs Electriciens de Grenoble,France
721,Female,21304 CEDEX,6,$3.69B,Grenoble Ecole de Management,France
722,Male,94972 CEDEX 9,7,n/a,Université d'Angers,France
723,Male,27095 CEDEX 9,9,n/a,Ecole Nationale Supérieure Agronomique de Toulouse,France
724,Male,59640,6,$25.92M,Ecole Supérieure de Commerce de Rouen,France
725,Female,63804 CEDEX,3,$30.92M,Université de Caen Basse Normandie,France
726,Female,42285,6,$556.9M,Cologne Business School,Germany
727,Female,72100,2,$26.47B,Ecole Nationale d'Ingénieurs des Techniques des Industries Agricoles et Alimentaires,France
728,Female,84072 CEDEX 4,1,$698.59M,Ecole Nationale Vétérinaire de Nantes,France
729,Male,26029 CEDEX,4,$3.27B,Ecole Nationale Supérieur de Mécaniques et des Microtechniques,France
730,Male,84902 CEDEX 9,1,$26.36B,École Nationale Supérieure d'Ingénieurs de Constructions Aéronautiques,France
731,Male,L-3330,2,$999.98M,International University Institute of Luxembourg,Luxembourg
732,Male,62411 CEDEX,5,$2.88B,Université Denis Diderot (Paris VII),France
733,Female,59865 CEDEX 9,7,n/a,Ecole des Hautes Etudes Commerciales,France
734,Female,83087 CEDEX 9,6,$116.58M,Ecole Nationale Supérieur de Géologie de Nancy,France
735,Female,5034,6,n/a,Hotelschool The Hague,Netherlands
736,Male,93164 CEDEX,3,$48.88B,Université de la Méditerranée (Aix Marseille II),France
737,Male,L-4354,5,$188.64M,International University Institute of Luxembourg,Luxembourg
738,Male,73009 CEDEX,6,n/a,Institut des Sciences de l'Ingénieur de Clermont-Ferrand,France
739,Male,30910 CEDEX 2,5,$85.5M,Université de Corse Pascal Paoli,France
740,Female,41976 CEDEX 9,6,$22.92M,Université de Corse Pascal Paoli,France
741,Male,71009 CEDEX,5,$182.92M,Ecole Nationale Supérieure des Telecommunications de Bretagne,France
742,Female,94234 CEDEX,6,$463.93M,Institut Commercial de Nancy,France
743,Male,67928 CEDEX 9,6,$1.4B,Ecole Supérieure de Commerce de Sophia Antipolis,France
744,Male,72029 CEDEX 2,4,$740.26M,Ecole Nationale d'Administration,France
745,Male,33394 CEDEX,3,$497.06M,Ecole Supérieure de Commerce de Brest,France
746,Male,31085 CEDEX 2,6,$72.51M,Ecole Supérieure de Commerce de Rouen,France
747,Male,86206 CEDEX,8,$72.81M,Centre National d'Etudes Agronomiques des Régions Chaudes,France
748,Female,87077 CEDEX 9,6,$29.11M,Ecole Supérieure de Commerce de Sophia Antipolis,France
749,Male,93285 CEDEX,7,$506.02M,Ecole Supérieure de Commerce de Marseille-Provence,France
750,Female,13316 CEDEX 15,5,$1.92B,Ecole Nationale de l'Aviation Civile,France
751,Female,12437,6,$16.98M,Pädagogische Hochschule Schwäbisch Gmünd,Germany
752,Female,59100,4,$1.05B,Ecole des Hautes Etudes Commerciales,France
753,Male,60637 CEDEX,7,$96.77M,Ecole Nationale Supérieure d'Agronomie de Rennes,France
754,Female,60922 CEDEX 9,5,$25.92M,Université de Marne la Vallée,France
755,Male,32010 CEDEX,5,$1.04B,Ecole Supérieure de Commerce de Clermont-Ferrand,France
756,Female,64185 CEDEX,5,$8.51B,Ecole Supérieure d'Informatique-Electronique-Automatique,France
757,Male,75434 CEDEX 09,4,$63.59M,Ecole Nationale Supérieure des Mines de Douai,France
758,Male,92004 CEDEX,4,$819.54M,Centre de Formation et de Perfectionnement des Journalistes,France
759,Male,92398 CEDEX,4,$84.27M,Centre d'Etudes Supérieures Industrielles Paris,France
760,Male,95109 CEDEX,3,$411.46M,Université de Technologie de Compiègne,France
761,Female,77224 CEDEX,3,$6.6B,Université Joseph Fourier (Grenoble I),France
762,Female,64029 CEDEX 9,7,$10.97B,Ecole Nationale Superieure d'Informatique et de Mathematiques Appliquees de Grenoble,France
763,Female,71109 CEDEX,5,$3.74B,Ecole Française d'Electronique et d'Informatique,France
764,Female,06281 CEDEX 3,4,$11.63M,Ecole Nationale Supérieure Agronomique de Toulouse,France
765,Female,59407 CEDEX,9,$535.95M,Ecole Nationale d'Ingénieurs des Travaux Agricoles de Clermont-Ferrand,France
766,Female,75638 CEDEX 13,7,$2.09B,Ecole Nationale Supérieure de Chimie de Rennes,France
767,Male,07204 CEDEX,6,$473.38M,Institut National Polytechnique de Grenoble,France
768,Male,88009 CEDEX,5,$86.58M,Ecole Supérieure de Commerce de Brest,France
769,Female,95234,7,$61.73M,Ecole Nationale Supérieur de Mécaniques et des Microtechniques,France
770,Female,92404 CEDEX,1,$452.26M,Conservatoire National des Arts et Métiers,France
771,Male,38944 CEDEX,6,$4.42B,Université Louis Pasteur (Strasbourg I),France
772,Male,L-6562,0,$437.4M,University of Luxemburg,Luxembourg
773,Female,38944 CEDEX,4,$8.63B,Université Michel de Montaigne (Bordeaux III ),France
774,Female,28404 CEDEX,5,$462.71M,Université Claude Bernard (Lyon I),France
775,Male,76194 CEDEX,6,n/a,Ecole Nationale Supérieure d'Agronomie et des Industries Alimentaires,France
776,Female,44966 CEDEX 9,3,$25.18B,Ecole Nationale Supérieure d'Electrochimie et d'Electrométallurgie de Gernoble,France
777,Female,35513 CEDEX,3,$117.97M,Institut Catholique de Toulouse,France
778,Female,2014,5,$119.14M,University of Nijenrode,Netherlands
779,Male,75485 CEDEX 10,6,$59.2M,Université Stendhal (Grenoble III),France
780,Male,50951 CEDEX 9,3,$21.5M,Ecole Nationale Supérieure d'Agronomie de Montpellier,France
781,Male,3319,2,$3.27B,Dutch Delta University,Netherlands
782,Male,40225,3,$152.93M,"Fachhochschule Landshut, Hochschule für Wirtschaft - Sozialwesen - Technik",Germany
783,Female,69469 CEDEX 06,4,n/a,Ecole Superieur d'Ingenieurs Leonard de Vinci,France
784,Male,92169 CEDEX,9,n/a,Université Paris-Sorbonne (Paris IV),France
785,Female,16015 CEDEX,9,$5.37B,Université Michel de Montaigne (Bordeaux III ),France
786,Female,75171 CEDEX 19,5,$6.7M,Ecole Nationale Supérieur de Mécaniques et des Microtechniques,France
787,Male,1804,4,$1.66B,De Haagse Hogeschool,Netherlands
788,Female,69265 CEDEX 09,3,$614.25M,Institut Supérieure d'Electronique du Nord,France
789,Male,44869,4,$8.36B,Hochschule Bremen,Germany
790,Female,75139 CEDEX 03,5,$181.24M,Ecole Superieure Robert de Sorbon,France
791,Female,91709 CEDEX,5,$420.27M,Ecole Nationale Supérieure des Arts et Industries de Strasbourg,France
792,Female,8023,10,$1.01B,Les Roches International School of Hotel Management,Switzerland
793,Female,88125 CEDEX,8,$4.11B,Université Rennes II - Haute-Bretagne,France
794,Male,35605 CEDEX,6,$1.88B,Ecole Nationale Vétérinaire de Toulouse,France
795,Female,33394 CEDEX,5,$150.22M,Ecole Nationale Supérieure de Chimie de Mulhouse,France
796,Female,4004,11,$885.83M,Dutch Delta University,Netherlands
797,Male,1360,11,$25.37B,Saxion Universities ,Netherlands
798,Male,91821 CEDEX,4,$34.59M,Ecole Polytechnique Universitaire de Lille,France
799,Female,76124 CEDEX,4,$148.35M,Ecole Supérieure de Commerce de Reims,France
800,Male,65951 CEDEX 9,4,$217.64M,American Graduate School in Paris,France
801,Male,14074 CEDEX 5,5,n/a,Institut Textile et Chimique de Lyon,France
802,Male,79004 CEDEX,5,$2.62B,Ecole Supérieure de Chimie Physique Electronique de Lyon,France
803,Female,37554 CEDEX,7,$136.12M,Ecole Supérieure de Physique et de Chimie Industrielles,France
804,Male,6814,2,n/a,Tilburg University,Netherlands
805,Female,64185 CEDEX,5,$2.17B,Ecole Nationale Supérieure d'Agronomie de Rennes,France
806,Male,13540,4,$10.91M,Ecole Nationale Supérieure d'Hydraulique et de Mécanique de Grenoble,France
807,Male,66050 CEDEX,4,$15.62B,Ecole Nationale Supérieure de Chimie de Clermont-Ferrand,France
808,Male,92041 CEDEX,3,$896.52M,Ecole Nationale Supérieur d'Ingénieurs de Constructions Aéronautique,France
809,Female,67311 CEDEX,4,$5.8B,Ecole Supérieure de Commerce de Rouen,France
810,Male,87077 CEDEX 9,3,$1.63B,Ecole Nationale d'Ingénieurs des Travaux Agricoles de Bordeaux,France
811,Male,95234,3,$1.91B,Université Catholique de Lille,France
812,Female,13729 CEDEX,6,$20.32B,Centre National d'Etudes Agronomiques des Régions Chaudes,France
813,Male,34132,10,$1.91B,Fernuniversität Gesamthochschule Hagen,Germany
814,Female,57204 CEDEX,8,$1.17B,Université Claude Bernard (Lyon I),France
815,Male,91959 CEDEX,9,$36.17B,Ecole Nationale d'Ingénieurs des Travaux Agricoles de Bordeaux,France
816,Female,50404 CEDEX,4,$109.52M,Ecole de l'Air,France
817,Female,L-8396,8,$325.51M,International University Institute of Luxembourg,Luxembourg
818,Female,94364 CEDEX,4,n/a,Grenoble Ecole de Management,France
819,Male,81204 CEDEX,4,$9.56B,Université de Cergy-Pontoise,France
820,Female,84104 CEDEX,6,$12.39B,Ecole Nationale Supérieure des Telecommunications de Paris,France
821,Female,74311 CEDEX,11,n/a,Ecole Nationale Supérieure des Industries Textiles de Mulhouse,France
822,Female,75567 CEDEX 12,2,$61.7M,Université du Droit et de la Sante (Lille II),France
823,Female,L-9651,8,$1.38B,University of Luxemburg,Luxembourg
824,Female,47304 CEDEX,5,$17.69M,Ecole Nationale Supérieure de Physique de Strasbourg,France
825,Female,91851 CEDEX,6,$9.3B,Ecole Supérieure des Sciences Commerciales d'Angers,France
826,Female,12559,7,$17.97B,Fachhochschule Hannover,Germany
827,Female,79309 CEDEX,6,$772.65M,Institut d'Etudes Politiques de Paris (Sciences Po),France
828,Male,84147 CEDEX,6,$2.58B,Ecole Centrale d'Electronique - ECE,France
829,Female,L-8295,5,$2.61B,University of Luxemburg,Luxembourg
830,Male,50309 CEDEX,1,n/a,Ecole Supérieure de Commerce de Paris,France
831,Male,14199,3,$370.12M,Philosophisch-Theologische Hochschule Vallendar der Gesellschaft des Katholischen Apostolates (Pallottiner),Germany
832,Male,13409,6,$1.4B,Hochschule Magdeburg-Stendal (FH),Germany
833,Male,75853 CEDEX 17,6,n/a,Université de Rouen - Haute Normandie,France
834,Male,91815 CEDEX,5,$1.3B,Ecole Supérieure de Commerce de Paris,France
835,Male,8604,5,$592.88M,Radboud University of Nijmegen,Netherlands
836,Female,71404 CEDEX,2,$78.45M,Ecole Supérieure de Commerce de Grenoble,France
837,Female,5009,6,$816.59M,University for Humanistics (UH),Netherlands
838,Male,89102 CEDEX,5,$1.2B,Grenoble Ecole de Management,France
839,Male,3764,2,$16.53B,Saxion Universities ,Netherlands
840,Female,83092 CEDEX,7,$18.22M,Ecole Nationale Supérieure de Chimie de Montpellier,France
841,Female,59002 CEDEX,7,$202.5M,Université Robert Schuman (Strasbourg III),France
842,Male,02104 CEDEX,3,$14.75B,Ecole Catholique d'Arts & Metiers,France
843,Female,92715 CEDEX,3,$842.24M,Institut Textile et Chimique de Lyon,France
844,Male,14922 CEDEX 9,5,$271.82M,Ecole Nationale Supérieur des Ingénieur des Etudes et Techniques d'Armement,France
845,Female,17184 CEDEX,8,$15.85B,Ecole Supérieure de Commerce de Rouen,France
846,Female,91881 CEDEX,6,$61.17M,EPF Ecole d'Ingénieurs,France
847,Female,42505 CEDEX,5,$34.21M,Université de Toulouse,France
848,Female,26003 CEDEX,3,$7.72B,Centre d'Etudes Supérieures Industrielles Paris,France
849,Male,44356 CEDEX,6,$9.79B,"Université du Sud, Toulon et Var",France
850,Female,75345 CEDEX 07,5,$180.66M,Ecole Supérieure de Commerce de Grenoble,France
851,Male,60315 CEDEX 5,6,$10.46M,Ecole Nationale Supérieure de Chimie de Mulhouse,France
852,Female,78304 CEDEX,5,$7.54B,Université de Rouen - Haute Normandie,France
853,Male,41199,11,$1.53B,Theologische Fakultät Paderborn,Germany
854,Female,11104 CEDEX,2,$66.2M,Université Panthéon-Sorbonne (Paris I),France
855,Male,78925 CEDEX 9,2,$914.46M,Ecole Supérieure de Commerce et Management,France
856,Male,45922 CEDEX 9,6,n/a,Université Paris Nanterre (Paris X),France
857,Male,90009 CEDEX,6,$4.4B,Ecole Nationale Supérieure d'Electronique et de Radioelectricite de Bordeaux,France
858,Female,78093 CEDEX 9,8,$61.25B,Ecole Polytechnique Universitaire de Lille,France
859,Female,29102 CEDEX,3,$7.06B,Institut des Sciences de l'Ingénieur de Clermont-Ferrand,France
860,Female,30910 CEDEX 2,5,$112.52M,Université du Maine,France
861,Male,75128 CEDEX 11,5,$2.18B,Ecole Nationale Supérieure des Mines de St-Etienne,France
862,Female,21061 CEDEX,8,n/a,Ecole Nationale Supérieur de Géologie de Nancy,France
863,Male,L-3330,4,$130.02M,International University Institute of Luxembourg,Luxembourg
864,Male,75669 CEDEX 14,3,$979.51M,Université d'Angers,France
865,Male,42335 CEDEX,4,$4.6M,Université de Haute-Alsace,France
866,Female,5924,7,$379.99M,Wageningen University,Netherlands
867,Female,94019 CEDEX,8,$2.83B,Institut d'Etudes Politiques de Bordeaux,France
868,Male,25086 CEDEX 9,10,$520.17M,Ecole Nationale Supérieure de Physique de Marseille,France
869,Male,38096 CEDEX,4,n/a,Université de Bourgogne,France
870,Female,13253 CEDEX 06,7,n/a,Ecole Nationale de la Statistique et de l'Administration Economique,France
871,Female,66605 CEDEX,8,$847.52M,Ecole Supérieure de Commerce de Marseille-Provence,France
872,Male,30034 CEDEX 1,9,$44.61M,Ecole Nationale de la Statistique et de l'Analyse de l'information,France
873,Male,33010 CEDEX,5,$457.29M,Grenoble Ecole de Management,France
874,Female,85109 CEDEX,3,$4.32B,Institut Supérieure d'Electronique du Nord,France
875,Female,2274,7,$179.18M,Erasmus University Rotterdam,Netherlands
876,Female,64145 CEDEX,3,$13.09M,Ecole Universitaire d'Ingénieurs de Lille,France
877,Female,L-8356,6,$40.45M,International University Institute of Luxembourg,Luxembourg
878,Female,69907 CEDEX 20,2,$835.65M,Université Paris Sud (Paris XI),France
879,Male,10081 CEDEX,7,$60.41M,Institut Catholique de Paris,France
880,Male,1209,4,$18.84B,University of St. Gallen,Switzerland
881,Male,95611 CEDEX,3,$395.71M,Université des Sciences Sociales (Toulouse I),France
882,Male,4055,6,$197.71M,Fachhochschule Pur,Switzerland
883,Female,57751 CEDEX 9,6,$22.85B,Institut National Polytechnique de Lorraine,France
884,Female,95324 CEDEX,3,n/a,Ecole Nationale d'Ingénieurs de Tarbes,France
885,Male,13382 CEDEX 13,5,$1.4B,Université René Descartes (Paris V),France
886,Female,24109,5,$650.09B,Johann Wolfgang Goethe Universität Frankfurt am Main,Germany
887,Male,L-9674,3,$287.94M,University of Luxemburg,Luxembourg
888,Male,13269 CEDEX 08,4,$660.3M,Ecole Nationale Supérieure de Chimie de Lille,France
889,Male,57119 CEDEX,9,$21.66B,Institut des Sciences de l'Ingénieur de Montpellier,France
890,Female,04990 CEDEX 9,2,n/a,Ecole Nationale Supérieure de Chimie de Rennes,France
891,Female,09116,5,$6.19B,Fachhochschule Oldenburg/Ostfriesland/Wilhelmshaven,Germany
892,Male,8924,5,$426.47M,Utrecht University,Netherlands
893,Female,34087 CEDEX 4,2,$11.12M,Ecole Nationale Supérieure d'Ingénieurs en Mécanique et Energétique de Valenciennes,France
894,Female,99089,6,$369.78M,"Fachhochschule Heilbronn, Hochschule für Technik und Wirtschaft",Germany
895,Male,34404 CEDEX,7,$544.37M,Ecole Nationale Superieure d'Informatique et de Mathematiques Appliquees de Grenoble,France
896,Male,06234 CEDEX,3,n/a,Université Catholique de Lille,France
897,Female,26109 CEDEX,5,$48.54M,ENIC Telecom Lille 1,France
898,Female,1404,5,$61.03M,Wittenborg University,Netherlands
899,Female,11020 CEDEX,1,$79.41B,Ecole Supérieure de Commerce de Lyon,France
900,Male,49066 CEDEX 01,6,$550.5M,Université de Rouen - Haute Normandie,France
901,Male,75832 CEDEX 17,3,$1.68B,Ecole Supérieure de Commerce de Toulouse,France
902,Male,94269 CEDEX,3,$157.69B,Ecole Nationale Supérieure de Chimie de Toulouse,France
903,Male,77104 CEDEX,6,n/a,Université de Montpellier I,France
904,Female,66845 CEDEX,6,n/a,Université Blaise Pascal (Clermont-Ferrand II),France
905,Female,92691 CEDEX,3,n/a,Ecole Nationale Vétérinaire d'Alfort,France
906,Female,37082 CEDEX 2,3,$8.05B,Université Paul Valéry (Montpellier III),France
907,Male,21030 CEDEX,6,$5.05M,Université Paul Sabatier (Toulouse III),France
908,Male,41942 CEDEX 9,7,$38.16M,Université de Versailles Saint-Quentin-en-Yvelines,France
909,Male,92509 CEDEX,1,$13.08M,Ecole Universitaire d'Ingénieurs de Lille,France
910,Male,34404 CEDEX,5,n/a,Ecole Nationale Supérieure d'Electronique et de Radioelectricite de Grenoble,France
911,Female,94129 CEDEX,5,n/a,Ecole Nationale Vétérinaire d'Alfort,France
912,Male,77246 CEDEX,5,$678.58M,Ecole Nationale Supérieure des Arts et Industries Textiles,France
913,Female,L-8165,2,$52.88M,University of Luxemburg,Luxembourg
914,Female,78925 CEDEX 9,4,$1.1B,Ecole Française d'Electronique et d'Informatique,France
915,Male,45979 CEDEX 9,2,$87854.2,Institut Supérieur d'Agriculture Lille,France
916,Male,93335 CEDEX,11,$2.41B,Université de Haute-Alsace,France
917,Female,29609 CEDEX 2,6,$219.92M,Ecole Supérieure de Commerce de Rouen,France
918,Female,49066 CEDEX 01,5,n/a,Ecole Supérieure d'Ingénieurs en Electronique et Electrotechnique,France
919,Male,75434 CEDEX 09,6,$2.71B,Ecole Nationale d'Ingénieurs de Metz,France
920,Male,57954 CEDEX,10,$815.13M,Université Bordeaux I,France
921,Male,75235 CEDEX 05,11,$2.73B,Ecole Nationale Supérieure de Chimie de Mulhouse,France
922,Female,92848 CEDEX,5,$504.86M,Institut Supérieur d'Agriculture Rhone-Alpes,France
923,Male,93126 CEDEX,3,$71.5B,Université d'Evry Val d'Essonne,France
924,Female,7032,2,$115.2M,Universiteit Gent,Belgium
925,Female,94009 CEDEX,3,$283.89M,Ecole Nationale Supérieure de Physique de Marseille,France
926,Male,5924,3,$14.6B,Leiden University,Netherlands
927,Male,91154 CEDEX,3,$267.39M,Ecole Supérieure d'Electronique de l'Ouest,France
928,Female,50951 CEDEX 9,5,$126.72M,"Ecole Nationale Supérieure d'Electronique, d'Electrotechnique, d'Informatique et d'Hydraulique de Toulouse",France
929,Male,75562 CEDEX 12,4,$828.17M,Ecole Nationale Supérieure des Mines de Douai,France
930,Male,66921 CEDEX,3,$3.49B,Institut National des Sciences Appliquées de Lyon,France
931,Male,44604 CEDEX,5,$217.64M,Ecole Nationale Supérieure de Chimie de Rennes,France
932,Male,38554 CEDEX,4,$6.97B,Université de Montpellier II,France
933,Female,34080,5,$179.06M,Ecole Nationale Supérieure des Industries Chimiques de Nancy,France
934,Male,45149,6,n/a,Universität Osnabrück,Germany
935,Female,L-8396,4,$1.41B,University of Luxemburg,Luxembourg
936,Female,67039 CEDEX 2,4,$370.68M,Ecole Supérieure de Commerce de Grenoble,France
937,Male,73031 CEDEX,10,$3.23M,Ecole Nationale Vétérinaire de Nantes,France
938,Male,4819,5,$700.07M,University for Humanistics (UH),Netherlands
939,Female,1079,2,$63.77B,Hogeschool Rotterdam,Netherlands
940,Male,26109 CEDEX,3,$2.15B,Institut des Sciences de l'Ingénieur de Montpellier,France
941,Male,62025 CEDEX,5,n/a,Université d'Aix-Marseille III,France
942,Male,61015 CEDEX,6,$20.23B,Ecole Nationale Supérieure des Telecommunications de Paris,France
943,Male,30104 CEDEX,1,$8.21B,Université de Franche-Comté,France
944,Female,75390 CEDEX 08,6,$1.84B,Ecole Nationale Supérieure de Chimie de Rennes,France
945,Female,79049 CEDEX 9,9,$47.14B,Université de Technologie de Belfort Montbéliard,France
946,Male,87077 CEDEX 9,5,$2.68B,Centre d'Etudes Supérieures Industrielles Paris,France
947,Female,93104 CEDEX,5,$990.02M,Institut Supérieur Agricole de Beauvais,France
948,Female,86964 CEDEX,4,$651.31M,Ecole Nationale Supérieure des Telecommunications de Paris,France
949,Male,18035 CEDEX,2,n/a,Ecole Nationale d'Ingénieurs de Saint-Etienne,France
950,Female,76029 CEDEX,4,$143.18M,Université Sorbonne-Nouvelle (Paris III),France
951,Male,69669 CEDEX,3,$29.19B,Université Catholique de Lyon,France
952,Female,89204 CEDEX,8,$2.09B,Ecole Supérieure des Techniques Industrielles et des Textiles,France
953,Female,8012,2,$84.35B,"European Graduate School, Media & Communications",Switzerland
954,Male,06126,6,$3.79B,Hochschule für Philosophie München,Germany
955,Female,65022 CEDEX 9,4,$11.67B,Ecole Nationale Supérieure d'Electrochimie et d'Electrométallurgie de Gernoble,France
956,Female,2264,5,n/a,University for Humanistics (UH),Netherlands
957,Male,06357 CEDEX 4,6,n/a,Université de Pau et des Pays de l'Adour,France
958,Male,41004 CEDEX,4,$120.61M,Université Denis Diderot (Paris VII),France
959,Male,73104 CEDEX,6,$347.04M,Ecole Nationale d'Ingénieurs de Saint-Etienne,France
960,Female,78093 CEDEX 9,3,$8.39B,Université de Toulouse-le-Mirail (Toulouse II),France
961,Female,13343 CEDEX 15,6,$540.53M,Ecole Nationale Supérieure d'Hydraulique et de Mécanique de Grenoble,France
962,Female,63964 CEDEX 9,4,$81.49M,Ecole Supérieure d'Ingénieurs en Génie Electrique,France
963,Male,2170,6,$220.68B,EHSAL - Europese Hogeschool Brussel,Belgium
